tanggal,mode_transportasi,rute,jumlah_penumpang,tarif_rata_rata,total_pendapatan,status_operasional,hari,hari_dalam_minggu,bulan,jam,hari_indo,kategori_waktu
2026-01-04 08:40:00,MRT Jakarta,Bundaran HI - Lebak Bulus,153,7000,1071000,Normal,Sunday,6,January,8,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-04 13:25:00,LRT Jakarta,Pegangsaan Dua - Velodrome,91,5000,455000,Normal,Sunday,6,January,13,Minggu,Off-Peak
2026-01-04 17:25:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Sunday,6,January,17,Minggu,Peak Sore (17:00 - 19:00)
2026-01-04 08:28:00,LRT Jakarta,Velodrome - Pegangsaan Dua,105,5000,525000,Normal,Sunday,6,January,8,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-04 08:56:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Sunday,6,January,8,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-04 17:35:00,LRT Jakarta,Velodrome - Pegangsaan Dua,127,5000,635000,Normal,Sunday,6,January,17,Minggu,Peak Sore (17:00 - 19:00)
2026-01-04 07:56:00,MRT Jakarta,Lebak Bulus - Bundaran HI,251,7000,1757000,Normal,Sunday,6,January,7,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-04 07:05:00,TransJakarta,Koridor 1 (Blok M - Kota),72,3500,252000,Terlambat,Sunday,6,January,7,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-04 08:19:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Sunday,6,January,8,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-04 08:36:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Sunday,6,January,8,Minggu,Peak Pagi (07:00 - 09:00)
2026-01-05 09:58:00,MRT Jakarta,Bundaran HI - Lebak Bulus,175,10000,1750000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 10:41:00,TransJakarta,Koridor 13 (Ciledug - Tendean),30,3500,105000,Normal,Monday,0,January,10,Senin,Off-Peak
2026-01-05 14:10:00,LRT Jakarta,Velodrome - Pegangsaan Dua,16,5000,80000,Terlambat,Monday,0,January,14,Senin,Off-Peak
2026-01-05 07:36:00,LRT Jakarta,Pegangsaan Dua - Velodrome,102,5000,510000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:40:00,TransJakarta,Koridor 13 (Ciledug - Tendean),62,3500,217000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 07:57:00,MRT Jakarta,Bundaran HI - Lebak Bulus,257,14000,3598000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:12:00,LRT Jakarta,Pegangsaan Dua - Velodrome,81,5000,405000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 11:00:00,TransJakarta,Koridor 13 (Ciledug - Tendean),30,3500,105000,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 06:51:00,MRT Jakarta,Bundaran HI - Lebak Bulus,96,14000,1344000,Normal,Monday,0,January,6,Senin,Off-Peak
2026-01-05 17:56:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 08:15:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 17:19:00,LRT Jakarta,Pegangsaan Dua - Velodrome,119,5000,595000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 17:56:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 05:15:00,LRT Jakarta,Pegangsaan Dua - Velodrome,23,5000,115000,Normal,Monday,0,January,5,Senin,Off-Peak
2026-01-05 08:26:00,MRT Jakarta,Bundaran HI - Lebak Bulus,250,14000,3500000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:47:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:38:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 10:53:00,MRT Jakarta,Bundaran HI - Lebak Bulus,174,14000,2436000,Normal,Monday,0,January,10,Senin,Off-Peak
2026-01-05 18:07:00,LRT Jakarta,Velodrome - Pegangsaan Dua,62,5000,310000,Terlambat,Monday,0,January,18,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 14:17:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),37,3500,129500,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 10:58:00,LRT Jakarta,Pegangsaan Dua - Velodrome,99,5000,495000,Normal,Monday,0,January,10,Senin,Off-Peak
2026-01-05 20:42:00,MRT Jakarta,Lebak Bulus - Bundaran HI,130,4000,520000,Terlambat,Monday,0,January,20,Senin,Off-Peak
2026-01-05 07:43:00,LRT Jakarta,Pegangsaan Dua - Velodrome,137,5000,685000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:26:00,MRT Jakarta,Bundaran HI - Lebak Bulus,204,10000,2040000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:59:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 05:55:00,LRT Jakarta,Velodrome - Pegangsaan Dua,42,5000,210000,Normal,Monday,0,January,5,Senin,Off-Peak
2026-01-05 10:48:00,TransJakarta,Koridor 1 (Blok M - Kota),29,3500,101500,Terlambat,Monday,0,January,10,Senin,Off-Peak
2026-01-05 16:45:00,MRT Jakarta,Lebak Bulus - Bundaran HI,110,10000,1100000,Terlambat,Monday,0,January,16,Senin,Off-Peak
2026-01-05 05:53:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),30,3500,105000,Normal,Monday,0,January,5,Senin,Off-Peak
2026-01-05 11:18:00,LRT Jakarta,Pegangsaan Dua - Velodrome,68,5000,340000,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 08:19:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:56:00,LRT Jakarta,Velodrome - Pegangsaan Dua,127,5000,635000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:49:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,3000,900000,Terlambat,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:18:00,MRT Jakarta,Lebak Bulus - Bundaran HI,155,4000,620000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 13:54:00,LRT Jakarta,Velodrome - Pegangsaan Dua,51,5000,255000,Normal,Monday,0,January,13,Senin,Off-Peak
2026-01-05 14:24:00,TransJakarta,Koridor 1 (Blok M - Kota),27,3500,94500,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 17:17:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 12:49:00,MRT Jakarta,Lebak Bulus - Bundaran HI,97,14000,1358000,Normal,Monday,0,January,12,Senin,Off-Peak
2026-01-05 08:10:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,7000,2100000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:13:00,LRT Jakarta,Pegangsaan Dua - Velodrome,20,5000,100000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 07:28:00,MRT Jakarta,Lebak Bulus - Bundaran HI,264,14000,3696000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:00:00,LRT Jakarta,Pegangsaan Dua - Velodrome,32,5000,160000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 08:57:00,MRT Jakarta,Bundaran HI - Lebak Bulus,237,14000,3318000,Terlambat,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:57:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,14000,4200000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 14:34:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),40,3500,140000,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 16:56:00,LRT Jakarta,Velodrome - Pegangsaan Dua,37,5000,185000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 10:31:00,LRT Jakarta,Pegangsaan Dua - Velodrome,57,5000,285000,Normal,Monday,0,January,10,Senin,Off-Peak
2026-01-05 13:43:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),28,3500,98000,Normal,Monday,0,January,13,Senin,Off-Peak
2026-01-05 05:42:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),50,3500,175000,Normal,Monday,0,January,5,Senin,Off-Peak
2026-01-05 08:38:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 19:07:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Monday,0,January,19,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 10:41:00,LRT Jakarta,Velodrome - Pegangsaan Dua,36,5000,180000,Normal,Monday,0,January,10,Senin,Off-Peak
2026-01-05 17:33:00,LRT Jakarta,Pegangsaan Dua - Velodrome,114,5000,570000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 11:23:00,TransJakarta,Koridor 1 (Blok M - Kota),39,3500,136500,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 17:06:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 17:42:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 16:55:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),50,3500,175000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 16:13:00,LRT Jakarta,Velodrome - Pegangsaan Dua,57,5000,285000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 12:10:00,TransJakarta,Koridor 1 (Blok M - Kota),29,3500,101500,Terlambat,Monday,0,January,12,Senin,Off-Peak
2026-01-05 06:05:00,MRT Jakarta,Lebak Bulus - Bundaran HI,90,7000,630000,Terlambat,Monday,0,January,6,Senin,Off-Peak
2026-01-05 07:01:00,TransJakarta,Koridor 1 (Blok M - Kota),54,3500,189000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:58:00,LRT Jakarta,Pegangsaan Dua - Velodrome,123,5000,615000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 18:29:00,LRT Jakarta,Pegangsaan Dua - Velodrome,111,5000,555000,Normal,Monday,0,January,18,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 07:47:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,10000,3000000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:31:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 07:08:00,TransJakarta,Koridor 13 (Ciledug - Tendean),48,3500,168000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:30:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,7000,2100000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 12:12:00,MRT Jakarta,Lebak Bulus - Bundaran HI,150,7000,1050000,Normal,Monday,0,January,12,Senin,Off-Peak
2026-01-05 08:29:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 07:50:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,10000,3000000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 13:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,82,4000,328000,Normal,Monday,0,January,13,Senin,Off-Peak
2026-01-05 08:35:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,3000,900000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 11:54:00,LRT Jakarta,Velodrome - Pegangsaan Dua,48,5000,240000,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 08:05:00,TransJakarta,Koridor 1 (Blok M - Kota),57,3500,199500,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 15:45:00,LRT Jakarta,Pegangsaan Dua - Velodrome,80,5000,400000,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 11:12:00,LRT Jakarta,Pegangsaan Dua - Velodrome,65,5000,325000,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 14:37:00,LRT Jakarta,Pegangsaan Dua - Velodrome,50,5000,250000,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 08:14:00,TransJakarta,Koridor 13 (Ciledug - Tendean),79,3500,276500,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 17:20:00,LRT Jakarta,Velodrome - Pegangsaan Dua,59,5000,295000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 05:13:00,LRT Jakarta,Velodrome - Pegangsaan Dua,93,5000,465000,Normal,Monday,0,January,5,Senin,Off-Peak
2026-01-05 13:57:00,LRT Jakarta,Pegangsaan Dua - Velodrome,81,5000,405000,Normal,Monday,0,January,13,Senin,Off-Peak
2026-01-05 15:18:00,TransJakarta,Koridor 1 (Blok M - Kota),33,3500,115500,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 08:18:00,LRT Jakarta,Pegangsaan Dua - Velodrome,78,5000,390000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 11:20:00,LRT Jakarta,Pegangsaan Dua - Velodrome,42,5000,210000,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 16:24:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),41,3500,143500,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 15:22:00,LRT Jakarta,Pegangsaan Dua - Velodrome,59,5000,295000,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 08:18:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),69,3500,241500,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 14:16:00,MRT Jakarta,Lebak Bulus - Bundaran HI,210,4000,840000,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 07:14:00,TransJakarta,Koridor 13 (Ciledug - Tendean),55,3500,192500,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 14:37:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),69,3500,241500,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 07:42:00,LRT Jakarta,Velodrome - Pegangsaan Dua,108,5000,540000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:42:00,LRT Jakarta,Velodrome - Pegangsaan Dua,38,5000,190000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 08:52:00,LRT Jakarta,Velodrome - Pegangsaan Dua,120,5000,600000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 15:14:00,LRT Jakarta,Pegangsaan Dua - Velodrome,58,5000,290000,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 20:48:00,LRT Jakarta,Pegangsaan Dua - Velodrome,58,5000,290000,Normal,Monday,0,January,20,Senin,Off-Peak
2026-01-05 10:57:00,MRT Jakarta,Lebak Bulus - Bundaran HI,112,7000,784000,Normal,Monday,0,January,10,Senin,Off-Peak
2026-01-05 07:36:00,MRT Jakarta,Lebak Bulus - Bundaran HI,235,10000,2350000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:35:00,MRT Jakarta,Bundaran HI - Lebak Bulus,242,3000,726000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 07:37:00,MRT Jakarta,Lebak Bulus - Bundaran HI,111,7000,777000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:45:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),25,3500,87500,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 07:54:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,4000,1200000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 09:17:00,MRT Jakarta,Bundaran HI - Lebak Bulus,216,10000,2160000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 13:38:00,LRT Jakarta,Pegangsaan Dua - Velodrome,61,5000,305000,Normal,Monday,0,January,13,Senin,Off-Peak
2026-01-05 14:37:00,TransJakarta,Koridor 13 (Ciledug - Tendean),34,3500,119000,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 10:54:00,LRT Jakarta,Velodrome - Pegangsaan Dua,77,5000,385000,Terlambat,Monday,0,January,10,Senin,Off-Peak
2026-01-05 17:05:00,TransJakarta,Koridor 1 (Blok M - Kota),10,3500,35000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 15:03:00,MRT Jakarta,Lebak Bulus - Bundaran HI,164,4000,656000,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 17:02:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),66,3500,231000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 18:07:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Terlambat,Monday,0,January,18,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 14:30:00,LRT Jakarta,Velodrome - Pegangsaan Dua,50,5000,250000,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 08:20:00,TransJakarta,Koridor 13 (Ciledug - Tendean),59,3500,206500,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:19:00,LRT Jakarta,Velodrome - Pegangsaan Dua,37,5000,185000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 09:16:00,TransJakarta,Koridor 1 (Blok M - Kota),69,3500,241500,Terlambat,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 15:36:00,LRT Jakarta,Pegangsaan Dua - Velodrome,67,5000,335000,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 16:16:00,LRT Jakarta,Velodrome - Pegangsaan Dua,63,5000,315000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 16:29:00,MRT Jakarta,Bundaran HI - Lebak Bulus,108,7000,756000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 11:43:00,LRT Jakarta,Pegangsaan Dua - Velodrome,17,5000,85000,Normal,Monday,0,January,11,Senin,Off-Peak
2026-01-05 16:15:00,TransJakarta,Koridor 13 (Ciledug - Tendean),39,3500,136500,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 07:56:00,TransJakarta,Koridor 1 (Blok M - Kota),67,3500,234500,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 06:38:00,MRT Jakarta,Lebak Bulus - Bundaran HI,96,10000,960000,Normal,Monday,0,January,6,Senin,Off-Peak
2026-01-05 14:22:00,TransJakarta,Koridor 1 (Blok M - Kota),21,3500,73500,Normal,Monday,0,January,14,Senin,Off-Peak
2026-01-05 07:48:00,LRT Jakarta,Velodrome - Pegangsaan Dua,78,5000,390000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 19:39:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Monday,0,January,19,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 17:54:00,MRT Jakarta,Lebak Bulus - Bundaran HI,143,7000,1001000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 09:12:00,TransJakarta,Koridor 13 (Ciledug - Tendean),77,3500,269500,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 08:34:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,7000,2100000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 22:32:00,MRT Jakarta,Lebak Bulus - Bundaran HI,131,14000,1834000,Normal,Monday,0,January,22,Senin,Off-Peak
2026-01-05 07:11:00,TransJakarta,Koridor 13 (Ciledug - Tendean),40,3500,140000,Normal,Monday,0,January,7,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 18:02:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Monday,0,January,18,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 18:04:00,MRT Jakarta,Bundaran HI - Lebak Bulus,200,14000,2800000,Normal,Monday,0,January,18,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 17:43:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 08:54:00,LRT Jakarta,Velodrome - Pegangsaan Dua,104,5000,520000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 18:20:00,MRT Jakarta,Lebak Bulus - Bundaran HI,282,4000,1128000,Normal,Monday,0,January,18,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 15:45:00,MRT Jakarta,Lebak Bulus - Bundaran HI,202,7000,1414000,Normal,Monday,0,January,15,Senin,Off-Peak
2026-01-05 06:43:00,MRT Jakarta,Bundaran HI - Lebak Bulus,162,14000,2268000,Normal,Monday,0,January,6,Senin,Off-Peak
2026-01-05 17:49:00,LRT Jakarta,Velodrome - Pegangsaan Dua,147,5000,735000,Terlambat,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 16:04:00,LRT Jakarta,Pegangsaan Dua - Velodrome,37,5000,185000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 08:58:00,MRT Jakarta,Bundaran HI - Lebak Bulus,220,10000,2200000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 13:11:00,MRT Jakarta,Bundaran HI - Lebak Bulus,184,7000,1288000,Normal,Monday,0,January,13,Senin,Off-Peak
2026-01-05 08:30:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Normal,Monday,0,January,8,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 06:00:00,LRT Jakarta,Velodrome - Pegangsaan Dua,67,5000,335000,Normal,Monday,0,January,6,Senin,Off-Peak
2026-01-05 09:20:00,LRT Jakarta,Velodrome - Pegangsaan Dua,82,5000,410000,Normal,Monday,0,January,9,Senin,Peak Pagi (07:00 - 09:00)
2026-01-05 16:46:00,LRT Jakarta,Pegangsaan Dua - Velodrome,23,5000,115000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 17:45:00,MRT Jakarta,Bundaran HI - Lebak Bulus,251,4000,1004000,Normal,Monday,0,January,17,Senin,Peak Sore (17:00 - 19:00)
2026-01-05 16:30:00,TransJakarta,Koridor 13 (Ciledug - Tendean),28,3500,98000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 12:19:00,MRT Jakarta,Bundaran HI - Lebak Bulus,108,10000,1080000,Normal,Monday,0,January,12,Senin,Off-Peak
2026-01-05 16:12:00,TransJakarta,Koridor 1 (Blok M - Kota),25,3500,87500,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 16:34:00,LRT Jakarta,Velodrome - Pegangsaan Dua,24,5000,120000,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-05 06:23:00,MRT Jakarta,Lebak Bulus - Bundaran HI,68,4000,272000,Normal,Monday,0,January,6,Senin,Off-Peak
2026-01-05 16:13:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),19,3500,66500,Normal,Monday,0,January,16,Senin,Off-Peak
2026-01-06 14:15:00,MRT Jakarta,Lebak Bulus - Bundaran HI,141,4000,564000,Normal,Tuesday,1,January,14,Selasa,Off-Peak
2026-01-06 08:23:00,LRT Jakarta,Pegangsaan Dua - Velodrome,132,5000,660000,Normal,Tuesday,1,January,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-01-06 17:06:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Tuesday,1,January,17,Selasa,Peak Sore (17:00 - 19:00)
2026-01-06 16:17:00,LRT Jakarta,Velodrome - Pegangsaan Dua,46,5000,230000,Normal,Tuesday,1,January,16,Selasa,Off-Peak
2026-01-06 11:44:00,LRT Jakarta,Velodrome - Pegangsaan Dua,56,5000,280000,Normal,Tuesday,1,January,11,Selasa,Off-Peak
2026-01-06 11:14:00,MRT Jakarta,Lebak Bulus - Bundaran HI,105,7000,735000,Normal,Tuesday,1,January,11,Selasa,Off-Peak
2026-01-06 17:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Tuesday,1,January,17,Selasa,Peak Sore (17:00 - 19:00)
2026-01-06 17:55:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Terlambat,Tuesday,1,January,17,Selasa,Peak Sore (17:00 - 19:00)
2026-01-06 15:12:00,MRT Jakarta,Lebak Bulus - Bundaran HI,165,10000,1650000,Normal,Tuesday,1,January,15,Selasa,Off-Peak
2026-01-06 18:22:00,TransJakarta,Koridor 13 (Ciledug - Tendean),52,3500,182000,Normal,Tuesday,1,January,18,Selasa,Peak Sore (17:00 - 19:00)
2026-01-06 12:22:00,TransJakarta,Koridor 13 (Ciledug - Tendean),26,3500,91000,Normal,Tuesday,1,January,12,Selasa,Off-Peak
2026-01-06 17:56:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),68,3500,238000,Normal,Tuesday,1,January,17,Selasa,Peak Sore (17:00 - 19:00)
2026-01-06 06:34:00,LRT Jakarta,Pegangsaan Dua - Velodrome,52,5000,260000,Normal,Tuesday,1,January,6,Selasa,Off-Peak
2026-01-06 20:54:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),20,3500,70000,Normal,Tuesday,1,January,20,Selasa,Off-Peak
2026-01-06 06:17:00,MRT Jakarta,Lebak Bulus - Bundaran HI,78,7000,546000,Normal,Tuesday,1,January,6,Selasa,Off-Peak
2026-01-06 05:43:00,MRT Jakarta,Lebak Bulus - Bundaran HI,82,4000,328000,Normal,Tuesday,1,January,5,Selasa,Off-Peak
